city_code,city_name_fr,province_code,province_name_fr,region_code,region_name_fr
071610707,Gmassa,161,Chichaoua,07,Marrakech-Safi
071610709,Imindounit,161,Chichaoua,07,Marrakech-Safi
071610711,Majjat,161,Chichaoua,07,Marrakech-Safi
071610713,M'Zouda,161,Chichaoua,07,Marrakech-Safi
071610715,Zaouia Annahlioui,161,Chichaoua,07,Marrakech-Safi
071610901,Bouabout,161,Chichaoua,07,Marrakech-Safi
071610903,Bouabout Amdlane,161,Chichaoua,07,Marrakech-Safi
071610905,Ichamraren,161,Chichaoua,07,Marrakech-Safi
071610907,Kouzemt,161,Chichaoua,07,Marrakech-Safi
071610909,Rahhala,161,Chichaoua,07,Marrakech-Safi
071610911,Sidi Abdelmoumen,161,Chichaoua,07,Marrakech-Safi
071610913,Taouloukoult,161,Chichaoua,07,Marrakech-Safi
071610915,Timlilt,161,Chichaoua,07,Marrakech-Safi
071910301,Chtaiba,191,El Kelâa des  Sraghna,07,Marrakech-Safi
071910303,Eddachra,191,El Kelâa des  Sraghna,07,Marrakech-Safi
071910305,El Aamria,191,El Kelâa des  Sraghna,07,Marrakech-Safi
071910307,El Marbouh,191,El Kelâa des  Sraghna,07,Marrakech-Safi
071910309,Errafiaya,191,El Kelâa des  Sraghna,07,Marrakech-Safi
071910311,Hiadna,191,El Kelâa des  Sraghna,07,Marrakech-Safi
071910313,Lounasda,191,El Kelâa des  Sraghna,07,Marrakech-Safi
071910315,Mayate,191,El Kelâa des  Sraghna,07,Marrakech-Safi
071910317,Oulad Aamer,191,El Kelâa des  Sraghna,07,Marrakech-Safi
071910319,Oulad Bouali Loued,191,El Kelâa des  Sraghna,07,Marrakech-Safi
071910321,Oulad Cherki,191,El Kelâa des  Sraghna,07,Marrakech-Safi
071910323,Oulad El Garne,191,El Kelâa des  Sraghna,07,Marrakech-Safi
071910325,Oulad Massaoud,191,El Kelâa des  Sraghna,07,Marrakech-Safi
071910327,Oulad Msabbel,191,El Kelâa des  Sraghna,07,Marrakech-Safi
071910329,Oulad Sbih,191,El Kelâa des  Sraghna,07,Marrakech-Safi
071910331,Oulad Yaacoub,191,El Kelâa des  Sraghna,07,Marrakech-Safi
071910333,Oulad Zarrad,191,El Kelâa des  Sraghna,07,Marrakech-Safi
071910335,Sidi El Hattab,191,El Kelâa des  Sraghna,07,Marrakech-Safi
071910337,Sidi Moussa,191,El Kelâa des  Sraghna,07,Marrakech-Safi
071910339,Taouzint,191,El Kelâa des  Sraghna,07,Marrakech-Safi
071910341,Znada,191,El Kelâa des  Sraghna,07,Marrakech-Safi
071910501,Assahrij,191,El Kelâa des  Sraghna,07,Marrakech-Safi
071910503,Bouya Omar,191,El Kelâa des  Sraghna,07,Marrakech-Safi
071910505,Choara,191,El Kelâa des  Sraghna,07,Marrakech-Safi
071910507,Dzouz,191,El Kelâa des  Sraghna,07,Marrakech-Safi
071910509,Fraita,191,El Kelâa des  Sraghna,07,Marrakech-Safi
071910515,Laatamna,191,El Kelâa des  Sraghna,07,Marrakech-Safi
071910516,Laattaouia  Ech-chaibia,191,El Kelâa des  Sraghna,07,Marrakech-Safi
071910517,Louad Lakhdar,191,El Kelâa des  Sraghna,07,Marrakech-Safi
071910519,M'Zem Sanhaja,191,El Kelâa des  Sraghna,07,Marrakech-Safi
071910521,Ouargui,191,El Kelâa des  Sraghna,07,Marrakech-Safi
071910523,Oulad Aarrad,191,El Kelâa des  Sraghna,07,Marrakech-Safi
071910525,Oulad Khallouf,191,El Kelâa des  Sraghna,07,Marrakech-Safi
071910527,Sidi Aissa Ben  Slimane,191,El Kelâa des  Sraghna,07,Marrakech-Safi
071910529,Sour El Aaz,191,El Kelâa des  Sraghna,07,Marrakech-Safi
071910711,Jbiel,191,El Kelâa des  Sraghna,07,Marrakech-Safi
071910713,Jouala,191,El Kelâa des  Sraghna,07,Marrakech-Safi
071910731,Zemrane,191,El Kelâa des  Sraghna,07,Marrakech-Safi
071910733,Zemrane Charqia,191,El Kelâa des  Sraghna,07,Marrakech-Safi
072110301,Ait Said,211,Essaouira,07,Marrakech-Safi
072110303,Aquermoud,211,Essaouira,07,Marrakech-Safi
072110305,Had Dra,211,Essaouira,07,Marrakech-Safi
072110307,Kechoula,211,Essaouira,07,Marrakech-Safi
072110309,Korimate,211,Essaouira,07,Marrakech-Safi
072110311,Lagdadra,211,Essaouira,07,Marrakech-Safi
072110313,Lahsinate,211,Essaouira,07,Marrakech-Safi
072110315,Mejji,211,Essaouira,07,Marrakech-Safi
072110317,Meskala,211,Essaouira,07,Marrakech-Safi
072110319,Mouarid,211,Essaouira,07,Marrakech-Safi
072110321,Moulay Bouzarqtoune,211,Essaouira,07,Marrakech-Safi
072110323,Mzilate,211,Essaouira,07,Marrakech-Safi
072110325,M'Khalif,211,Essaouira,07,Marrakech-Safi
072110327,M'Ramer,211,Essaouira,07,Marrakech-Safi
072110329,Oulad M'Rabet,211,Essaouira,07,Marrakech-Safi
072110331,Ounagha,211,Essaouira,07,Marrakech-Safi
072110333,Sidi Abdeljalil,211,Essaouira,07,Marrakech-Safi
072110335,Sidi Aissa Regragui,211,Essaouira,07,Marrakech-Safi
072110337,Sidi Ali El Korati,211,Essaouira,07,Marrakech-Safi
072110339,Sidi Boulaalam,211,Essaouira,07,Marrakech-Safi
072110341,Sidi Ishaq,211,Essaouira,07,Marrakech-Safi
072110343,Sidi Laaroussi,211,Essaouira,07,Marrakech-Safi
072110345,Sidi M'Hamed Ou Marzouq,211,Essaouira,07,Marrakech-Safi
072110347,Tafetachte,211,Essaouira,07,Marrakech-Safi
072110349,Takate,211,Essaouira,07,Marrakech-Safi
072110351,Zaouiat Ben Hmida,211,Essaouira,07,Marrakech-Safi
072110501,Adaghas,211,Essaouira,07,Marrakech-Safi
072110503,Aglif,211,Essaouira,07,Marrakech-Safi
072110505,Aguerd,211,Essaouira,07,Marrakech-Safi
072110507,Ait Aissa Ihahane,211,Essaouira,07,Marrakech-Safi
072110509,Assais,211,Essaouira,07,Marrakech-Safi
072110511,Bizdad,211,Essaouira,07,Marrakech-Safi
072110513,Bouzemmour,211,Essaouira,07,Marrakech-Safi
072110515,Ezzaouite,211,Essaouira,07,Marrakech-Safi
072110517,Ida Ou Aazza,211,Essaouira,07,Marrakech-Safi
072110519,Ida Ou Guelloul,211,Essaouira,07,Marrakech-Safi
072110521,Ida Ou Kazzou,211,Essaouira,07,Marrakech-Safi
072110523,Imgrade,211,Essaouira,07,Marrakech-Safi
072110525,Imi-N'Tlit,211,Essaouira,07,Marrakech-Safi
072110527,Sidi Ahmed Essayeh,211,Essaouira,07,Marrakech-Safi
072110529,Sidi El Jazouli,211,Essaouira,07,Marrakech-Safi
072110531,Sidi Ghaneme,211,Essaouira,07,Marrakech-Safi
072110533,Sidi HMad  Ou M'Barek,211,Essaouira,07,Marrakech-Safi
072110535,Sidi H'mad Ou Hamed,211,Essaouira,07,Marrakech-Safi
072110537,Sidi Kaouki,211,Essaouira,07,Marrakech-Safi
072110539,Smimou,211,Essaouira,07,Marrakech-Safi
072110541,Tafedna,211,Essaouira,07,Marrakech-Safi
072110543,Tahelouante,211,Essaouira,07,Marrakech-Safi
072110545,Takoucht,211,Essaouira,07,Marrakech-Safi
072110547,Targante,211,Essaouira,07,Marrakech-Safi
072110549,Tidzi,211,Essaouira,07,Marrakech-Safi
072110551,Timzguida-Ouftas,211,Essaouira,07,Marrakech-Safi
073510201,Al Ouidane,351,Marrakech,07,Marrakech-Safi
073510207,Ouahat Sidi Brahim,351,Marrakech,07,Marrakech-Safi
073510209,Oulad Hassoune,351,Marrakech,07,Marrakech-Safi
073510303,Harbil,351,Marrakech,07,Marrakech-Safi
073510305,M'Nabha,351,Marrakech,07,Marrakech-Safi
073510311,Ouled Dlim,351,Marrakech,07,Marrakech-Safi
073510501,Agafay,351,Marrakech,07,Marrakech-Safi
073510503,Ait Imour,351,Marrakech,07,Marrakech-Safi
073510505,Loudaya,351,Marrakech,07,Marrakech-Safi
073510509,Sid Zouine,351,Marrakech,07,Marrakech-Safi
073510707,Saada,351,Marrakech,07,Marrakech-Safi
073510711,Souihla,351,Marrakech,07,Marrakech-Safi
073510713,Tassoultante,351,Marrakech,07,Marrakech-Safi
074270701,Ait Hammou,427,Rehamna,07,Marrakech-Safi
074270703,Ait Taleb,427,Rehamna,07,Marrakech-Safi
074270705,Bouchane,427,Rehamna,07,Marrakech-Safi
074270707,Jaafra,427,Rehamna,07,Marrakech-Safi
074270709,Labrikiyne,427,Rehamna,07,Marrakech-Safi
074270711,Oulad Aamer  Tizmarine,427,Rehamna,07,Marrakech-Safi
074270713,Oulad Hassoune Hamri,427,Rehamna,07,Marrakech-Safi
074270715,Sidi Abdellah,427,Rehamna,07,Marrakech-Safi
074270717,Sidi Ali Labrahla,427,Rehamna,07,Marrakech-Safi
074270719,Sidi Ghanem,427,Rehamna,07,Marrakech-Safi
074270721,Sidi Mansour,427,Rehamna,07,Marrakech-Safi
074270723,Skhour Rehamna,427,Rehamna,07,Marrakech-Safi
074270725,Skoura Lhadra,427,Rehamna,07,Marrakech-Safi
074270901,Akarma,427,Rehamna,07,Marrakech-Safi
074270903,Bourrous,427,Rehamna,07,Marrakech-Safi
074270905,Jaidate,427,Rehamna,07,Marrakech-Safi
074270906,Jbilate,427,Rehamna,07,Marrakech-Safi
074270907,Lamharra,427,Rehamna,07,Marrakech-Safi
074270909,Nzalat Laadam,427,Rehamna,07,Marrakech-Safi
074270911,Oulad Imloul,427,Rehamna,07,Marrakech-Safi
074270913,Ras Ain Rehamna,427,Rehamna,07,Marrakech-Safi
074270915,Sidi Boubker,427,Rehamna,07,Marrakech-Safi
074270919,Tlauh,427,Rehamna,07,Marrakech-Safi
074310301,Bouguedra,431,Safi,07,Marrakech-Safi
074310302,Chahda,431,Safi,07,Marrakech-Safi
074310303,El Gouraani,431,Safi,07,Marrakech-Safi
074310305,Labkhati,431,Safi,07,Marrakech-Safi
074310307,Lahdar,431,Safi,07,Marrakech-Safi
074310309,Lamrasla,431,Safi,07,Marrakech-Safi
074310311,Lamsabih,431,Safi,07,Marrakech-Safi
074310313,Sidi Aissa,431,Safi,07,Marrakech-Safi
074310315,Sidi Ettiji,431,Safi,07,Marrakech-Safi
074310701,Atouabet,431,Safi,07,Marrakech-Safi
074310703,El Ghiate,431,Safi,07,Marrakech-Safi
074310705,Khatazakane,431,Safi,07,Marrakech-Safi
074310707,Laamamra,431,Safi,07,Marrakech-Safi
074310709,Lamaachate,431,Safi,07,Marrakech-Safi
074310711,Nagga,431,Safi,07,Marrakech-Safi
074310713,Ouled Salmane,431,Safi,07,Marrakech-Safi
074310901,Ayir,431,Safi,07,Marrakech-Safi
074310903,Dar Si Aissa,431,Safi,07,Marrakech-Safi
074310905,El Beddouza,431,Safi,07,Marrakech-Safi
074310907,Hrara,431,Safi,07,Marrakech-Safi
074310909,Moul El Bergui,431,Safi,07,Marrakech-Safi
074310915,Saadla,431,Safi,07,Marrakech-Safi
075850507,Ighoud,585,Youssoufia,07,Marrakech-Safi
075850509,Jdour,585,Youssoufia,07,Marrakech-Safi
075850511,Jnane Bouih,585,Youssoufia,07,Marrakech-Safi
075850517,Sidi Chiker,585,Youssoufia,07,Marrakech-Safi
075850701,Atiamim,585,Youssoufia,07,Marrakech-Safi
075850703,El Gantour,585,Youssoufia,07,Marrakech-Safi
075850705,Esbiaat,585,Youssoufia,07,Marrakech-Safi
075850713,Lakhoualqa,585,Youssoufia,07,Marrakech-Safi
075850715,Ras El Ain,585,Youssoufia,07,Marrakech-Safi
082010301,Aarab Sebbah Gheris,201,Errachidia,08,Drâa-Tafilalet
082010303,Aarab Sebbah Ziz,201,Errachidia,08,Drâa-Tafilalet
082010307,Es-sifa,201,Errachidia,08,Drâa-Tafilalet
082010309,Fezna,201,Errachidia,08,Drâa-Tafilalet
082010701,Aoufous,201,Errachidia,08,Drâa-Tafilalet
082010703,Chorfa M'Daghra,201,Errachidia,08,Drâa-Tafilalet
082010705,Er-rteb,201,Errachidia,08,Drâa-Tafilalet
082010707,Lkheng,201,Errachidia,08,Drâa-Tafilalet
082010709,Oued Naam,201,Errachidia,08,Drâa-Tafilalet
082011101,Bni M'Hamed-Sijelmassa,201,Errachidia,08,Drâa-Tafilalet
082011103,Er-rissani,201,Errachidia,08,Drâa-Tafilalet
082011105,Es-sfalat,201,Errachidia,08,Drâa-Tafilalet
082011107,Et-taous,201,Errachidia,08,Drâa-Tafilalet
082011109,Sidi Ali,201,Errachidia,08,Drâa-Tafilalet
082011301,Aghbalou-N'Kerdous,201,Errachidia,08,Drâa-Tafilalet
082011302,Amellagou,201,Errachidia,08,Drâa-Tafilalet
082011303,Ferkla El Oulia,201,Errachidia,08,Drâa-Tafilalet
082011305,Ferkla Es-soufla,201,Errachidia,08,Drâa-Tafilalet
082011307,Gheris El Ouloui,201,Errachidia,08,Drâa-Tafilalet
082011309,Gheris Es-soufli,201,Errachidia,08,Drâa-Tafilalet
082011311,Melaab,201,Errachidia,08,Drâa-Tafilalet
082011313,Tadighoust,201,Errachidia,08,Drâa-Tafilalet
083630701,Aghbalou,363,Midelt,08,Drâa-Tafilalet
083630703,Agoudim,363,Midelt,08,Drâa-Tafilalet
083630705,Ait Ayach,363,Midelt,08,Drâa-Tafilalet
083630707,Ait Ben Yacoub,363,Midelt,08,Drâa-Tafilalet
083630709,Ait Izdeg,363,Midelt,08,Drâa-Tafilalet
083630711,Amersid,363,Midelt,08,Drâa-Tafilalet
083630713,Anemzi,363,Midelt,08,Drâa-Tafilalet
083630715,Boumia,363,Midelt,08,Drâa-Tafilalet
083630717,Itzer,363,Midelt,08,Drâa-Tafilalet
083630719,Mibladen,363,Midelt,08,Drâa-Tafilalet
083630721,Sidi Yahya Ou Youssef,363,Midelt,08,Drâa-Tafilalet
083630723,Tanourdi,363,Midelt,08,Drâa-Tafilalet
083630725,Tizi N'Ghachou,363,Midelt,08,Drâa-Tafilalet
083630727,Tounfite,363,Midelt,08,Drâa-Tafilalet
083630729,Zaida,363,Midelt,08,Drâa-Tafilalet
083630901,En-nzala,363,Midelt,08,Drâa-Tafilalet
083630903,Gourrama,363,Midelt,08,Drâa-Tafilalet
083630905,Guers Tiaallaline,363,Midelt,08,Drâa-Tafilalet
083630907,Guir,363,Midelt,08,Drâa-Tafilalet
083630909,M'Zizel,363,Midelt,08,Drâa-Tafilalet
083630911,Sidi Aayad,363,Midelt,08,Drâa-Tafilalet
083630913,Zaouiat Sidi Hamza,363,Midelt,08,Drâa-Tafilalet
083631501,Ait Yahya,363,Midelt,08,Drâa-Tafilalet
083631503,Amouguer,363,Midelt,08,Drâa-Tafilalet
083631505,Bou-Azmou,363,Midelt,08,Drâa-Tafilalet
083631507,Imilchil,363,Midelt,08,Drâa-Tafilalet
083631509,Outerbat,363,Midelt,08,Drâa-Tafilalet
084010301,Ait Zineb,401,Ouarzazate,08,Drâa-Tafilalet
084010303,Amerzgane,401,Ouarzazate,08,Drâa-Tafilalet
084010305,Iznaguen,401,Ouarzazate,08,Drâa-Tafilalet
084010307,Ighrem N'Ougdal,401,Ouarzazate,08,Drâa-Tafilalet
084010309,Khouzama,401,Ouarzazate,08,Drâa-Tafilalet
084010311,Ouisselsate,401,Ouarzazate,08,Drâa-Tafilalet
084010313,Siroua,401,Ouarzazate,08,Drâa-Tafilalet
084010315,Telouet,401,Ouarzazate,08,Drâa-Tafilalet
084010317,Tidili,401,Ouarzazate,08,Drâa-Tafilalet
084010701,Ghassate,401,Ouarzazate,08,Drâa-Tafilalet
084010703,Idelsane,401,Ouarzazate,08,Drâa-Tafilalet
084010705,Imi-N'Oulaoune,401,Ouarzazate,08,Drâa-Tafilalet
084010707,Skoura Ahl El Oust,401,Ouarzazate,08,Drâa-Tafilalet
084010709,Tarmigt,401,Ouarzazate,08,Drâa-Tafilalet
084010711,Toundoute,401,Ouarzazate,08,Drâa-Tafilalet
085770205,Alnif,577,Tinghir,08,Drâa-Tafilalet
085770211,H'Ssyia,577,Tinghir,08,Drâa-Tafilalet
085770221,M'Ssici,577,Tinghir,08,Drâa-Tafilalet
085770301,Ait Hani,577,Tinghir,08,Drâa-Tafilalet
085770305,Assoul,577,Tinghir,08,Drâa-Tafilalet
085770503,Ait Ouassif,577,Tinghir,08,Drâa-Tafilalet
085770505,Ait Sedrate Jbel  El Oulia,577,Tinghir,08,Drâa-Tafilalet
085770507,Ait Sedrate Jbel Soufla,577,Tinghir,08,Drâa-Tafilalet
085770509,Ait Sedrate Sahl Charkia,577,Tinghir,08,Drâa-Tafilalet
085770511,Ait Sedrate Sahl El Gharbia,577,Tinghir,08,Drâa-Tafilalet
085770513,Ait Youl,577,Tinghir,08,Drâa-Tafilalet
085770515,Ighil N'Oumgoun,577,Tinghir,08,Drâa-Tafilalet
085770517,Ikniouen,577,Tinghir,08,Drâa-Tafilalet
085770521,M'Semrir,577,Tinghir,08,Drâa-Tafilalet
085770525,Souk Lakhmis Dades,577,Tinghir,08,Drâa-Tafilalet
085770529,Tilmi,577,Tinghir,08,Drâa-Tafilalet
085770701,Ait El Farsi,577,Tinghir,08,Drâa-Tafilalet
085770719,Imider,577,Tinghir,08,Drâa-Tafilalet
085770723,Ouaklim,577,Tinghir,08,Drâa-Tafilalet
085770727,Taghzoute N'Ait Atta,577,Tinghir,08,Drâa-Tafilalet
085770731,Toudgha El Oulia,577,Tinghir,08,Drâa-Tafilalet
085770733,Toudgha Essoufla,577,Tinghir,08,Drâa-Tafilalet
085870301,Afella N'Dra,587,Zagora,08,Drâa-Tafilalet
085870303,Afra,587,Zagora,08,Drâa-Tafilalet
085870305,Ait Boudaoud,587,Zagora,08,Drâa-Tafilalet
085870307,Ait Ouallal,587,Zagora,08,Drâa-Tafilalet
085870321,Mezguita,587,Zagora,08,Drâa-Tafilalet
085870325,N'Kob,587,Zagora,08,Drâa-Tafilalet
085870327,Oulad Yahia Lagraire,587,Zagora,08,Drâa-Tafilalet
085870331,Taghbalte,587,Zagora,08,Drâa-Tafilalet
085870337,Tamezmoute,587,Zagora,08,Drâa-Tafilalet
085870339,Tansifte,587,Zagora,08,Drâa-Tafilalet
085870341,Tazarine,587,Zagora,08,Drâa-Tafilalet
085870909,Bleida,587,Zagora,08,Drâa-Tafilalet
085870911,Bni Zoli,587,Zagora,08,Drâa-Tafilalet
085870913,Bouzeroual,587,Zagora,08,Drâa-Tafilalet
085870915,Errouha,587,Zagora,08,Drâa-Tafilalet
085870917,Fezouata,587,Zagora,08,Drâa-Tafilalet
085870919,Ktaoua,587,Zagora,08,Drâa-Tafilalet
085870923,M'Hamid El Ghizlane,587,Zagora,08,Drâa-Tafilalet
085870929,Taftechna,587,Zagora,08,Drâa-Tafilalet
085870933,Tagounite,587,Zagora,08,Drâa-Tafilalet
085870935,Tamegroute,587,Zagora,08,Drâa-Tafilalet
085870943,Ternata,587,Zagora,08,Drâa-Tafilalet
085870945,Tinzouline,587,Zagora,08,Drâa-Tafilalet
090010501,Amskroud,001,Agadir-Ida -Ou-Tanane,09,Souss-Massa
090010503,Aourir,001,Agadir-Ida -Ou-Tanane,09,Souss-Massa
090010505,Aqsri,001,Agadir-Ida -Ou-Tanane,09,Souss-Massa
090010507,Aziar,001,Agadir-Ida -Ou-Tanane,09,Souss-Massa
090010509,Drargua,001,Agadir-Ida -Ou-Tanane,09,Souss-Massa
090010511,Idmine,001,Agadir-Ida -Ou-Tanane,09,Souss-Massa
090010513,Imouzzer,001,Agadir-Ida -Ou-Tanane,09,Souss-Massa
090010515,Imsouane,001,Agadir-Ida -Ou-Tanane,09,Souss-Massa
090010521,Tadrart,001,Agadir-Ida -Ou-Tanane,09,Souss-Massa
090010523,Taghazout,001,Agadir-Ida -Ou-Tanane,09,Souss-Massa
090010525,Tamri,001,Agadir-Ida -Ou-Tanane,09,Souss-Massa
090010529,Tiqqi,001,Agadir-Ida -Ou-Tanane,09,Souss-Massa
091630305,Ait Mzal,163,Chtouka- Ait Baha,09,Souss-Massa
091630307,Ait Ouadrim,163,Chtouka- Ait Baha,09,Souss-Massa
091630309,Aouguenz,163,Chtouka- Ait Baha,09,Souss-Massa
091630313,Hilala,163,Chtouka- Ait Baha,09,Souss-Massa
091630315,Ida-Ougnidif,163,Chtouka- Ait Baha,09,Souss-Massa
091630325,Sidi Abdallah  El Bouchouari,163,Chtouka- Ait Baha,09,Souss-Massa
091630333,Tanalt,163,Chtouka- Ait Baha,09,Souss-Massa
091630335,Targua-Ntouchka,163,Chtouka- Ait Baha,09,Souss-Massa
091630337,Tassegdelt,163,Chtouka- Ait Baha,09,Souss-Massa
091630339,Tizi Ntakoucht,163,Chtouka- Ait Baha,09,Souss-Massa
091630503,Ait Milk,163,Chtouka- Ait Baha,09,Souss-Massa
091630511,Belfaa,163,Chtouka- Ait Baha,09,Souss-Massa
091630519,Inchaden,163,Chtouka- Ait Baha,09,Souss-Massa
091630521,Massa,163,Chtouka- Ait Baha,09,Souss-Massa
091630531,Sidi Ouassay,163,Chtouka- Ait Baha,09,Souss-Massa
091630701,Ait Amira,163,Chtouka- Ait Baha,09,Souss-Massa
091630717,Imi-Mqourn,163,Chtouka- Ait Baha,09,Souss-Massa
091630723,Ouad Essafa,163,Chtouka- Ait Baha,09,Souss-Massa
091630727,Sidi Bibi,163,Chtouka- Ait Baha,09,Souss-Massa
091630729,Sidi Boushab,163,Chtouka- Ait Baha,09,Souss-Massa
092730519,Oulad Dahou,273,Inezgane- Ait Melloul,09,Souss-Massa
092730527,Temsia,273,Inezgane- Ait Melloul,09,Souss-Massa
095410301,Adar,541,Taroudannt,09,Souss-Massa
095410303,Ait Abdallah,541,Taroudannt,09,Souss-Massa
095410305,Amalou,541,Taroudannt,09,Souss-Massa
095410307,Azaghar N'Irs,541,Taroudannt,09,Souss-Massa
095410309,Imaouen,541,Taroudannt,09,Souss-Massa
095410311,Imi N'Tayart,541,Taroudannt,09,Souss-Massa
095410313,Nihit,541,Taroudannt,09,Souss-Massa
095410315,Oualqadi,541,Taroudannt,09,Souss-Massa
095410317,Sidi Boaal,541,Taroudannt,09,Souss-Massa
095410319,Sidi Mzal,541,Taroudannt,09,Souss-Massa
095410321,Tabia,541,Taroudannt,09,Souss-Massa
095410323,Tataoute,541,Taroudannt,09,Souss-Massa
095410325,Tindine,541,Taroudannt,09,Souss-Massa
095410327,Tisfane,541,Taroudannt,09,Souss-Massa
095410329,Toufelaazt,541,Taroudannt,09,Souss-Massa
095410331,Toumliline,541,Taroudannt,09,Souss-Massa
095410409,Arazane,541,Taroudannt,09,Souss-Massa
095410413,El Faid,541,Taroudannt,09,Souss-Massa
095410417,Ida Ou Gailal,541,Taroudannt,09,Souss-Massa
095410421,Ida-Ougoummad,541,Taroudannt,09,Souss-Massa
095410423,Igli,541,Taroudannt,09,Souss-Massa
095410425,Igoudar Mnabha,541,Taroudannt,09,Souss-Massa
095410429,Lamhara,541,Taroudannt,09,Souss-Massa
095410433,Oulad Aissa,541,Taroudannt,09,Souss-Massa
095410435,Ouneine,541,Taroudannt,09,Souss-Massa
095410437,Ouzioua,541,Taroudannt,09,Souss-Massa
095410439,Sidi Abdellah Ou Said,541,Taroudannt,09,Souss-Massa
095410447,Sidi Ouaaziz,541,Taroudannt,09,Souss-Massa
095410449,Tafingoult,541,Taroudannt,09,Souss-Massa
095410453,Talgjount,541,Taroudannt,09,Souss-Massa
095410459,Tigouga,541,Taroudannt,09,Souss-Massa
095410461,Tinzart,541,Taroudannt,09,Souss-Massa
095410465,Tisrasse,541,Taroudannt,09,Souss-Massa
095410467,Tizi N'Test,541,Taroudannt,09,Souss-Massa
095410469,Toughmart,541,Taroudannt,09,Souss-Massa
095410501,Ahl Ramel,541,Taroudannt,09,Souss-Massa
095410503,Argana,541,Taroudannt,09,Souss-Massa
095410505,Assads,541,Taroudannt,09,Souss-Massa
095410507,Bigoudine,541,Taroudannt,09,Souss-Massa
095410509,Eddir,541,Taroudannt,09,Souss-Massa
095410511,El Koudia El Beida,541,Taroudannt,09,Souss-Massa
095410513,Imilmaiss,541,Taroudannt,09,Souss-Massa
095410515,Issen,541,Taroudannt,09,Souss-Massa
095410517,Lagfifat,541,Taroudannt,09,Souss-Massa
095410519,Lakhnafif,541,Taroudannt,09,Souss-Massa
095410521,Lamhadi,541,Taroudannt,09,Souss-Massa
095410523,Machraa El Ain,541,Taroudannt,09,Souss-Massa
095410525,Sidi Ahmed Ou Amar,541,Taroudannt,09,Souss-Massa
095410527,Sidi Boumoussa,541,Taroudannt,09,Souss-Massa
095410529,Sidi Moussa Lhamri,541,Taroudannt,09,Souss-Massa
095410531,Talmakante,541,Taroudannt,09,Souss-Massa
095410533,Tidsi-Nissendalene,541,Taroudannt,09,Souss-Massa
095410701,Agadir Melloul,541,Taroudannt,09,Souss-Massa
095410703,Ahl Tifnoute,541,Taroudannt,09,Souss-Massa
095410705,Askaouen,541,Taroudannt,09,Souss-Massa
095410707,Assaisse,541,Taroudannt,09,Souss-Massa
095410709,Assaki,541,Taroudannt,09,Souss-Massa
095410711,Azrar,541,Taroudannt,09,Souss-Massa
095410713,Iguidi,541,Taroudannt,09,Souss-Massa
095410715,Sidi Hsaine,541,Taroudannt,09,Souss-Massa
095410717,Taouyalte,541,Taroudannt,09,Souss-Massa
095410719,Tassousfi,541,Taroudannt,09,Souss-Massa
095410721,Tizgzaouine,541,Taroudannt,09,Souss-Massa
095410723,Toubkal,541,Taroudannt,09,Souss-Massa
095410725,Zagmouzen,541,Taroudannt,09,Souss-Massa
095410901,Ahmar Laglalcha,541,Taroudannt,09,Souss-Massa
095410903,Ait Igas,541,Taroudannt,09,Souss-Massa
095410905,Ait Makhlouf,541,Taroudannt,09,Souss-Massa
095410911,Bounrar,541,Taroudannt,09,Souss-Massa
095410915,Freija,541,Taroudannt,09,Souss-Massa
095410919,Ida Ou Moumen,541,Taroudannt,09,Souss-Massa
095410927,Imoulass,541,Taroudannt,09,Souss-Massa
095410931,Lamnizla,541,Taroudannt,09,Souss-Massa
095410941,Sidi Ahmed Ou Abdallah,541,Taroudannt,09,Souss-Massa
095410943,Sidi Borja,541,Taroudannt,09,Souss-Massa
095410945,Sidi Dahmane,541,Taroudannt,09,Souss-Massa
095410951,Tafraouten,541,Taroudannt,09,Souss-Massa
095410955,Tamaloukte,541,Taroudannt,09,Souss-Massa
095410957,Tazemmourt,541,Taroudannt,09,Souss-Massa
095410963,Tiout,541,Taroudannt,09,Souss-Massa
095410971,Zaouia Sidi Tahar,541,Taroudannt,09,Souss-Massa
095510301,Ait Ouabelli,551,Tata,09,Souss-Massa
095510303,Kasbat Sidi Abdellah Ben M'Barek,551,Tata,09,Souss-Massa
095510305,Tamanarte,551,Tata,09,Souss-Massa
095510307,Tizounine,551,Tata,09,Souss-Massa
095510501,Aguinane,551,Tata,09,Souss-Massa
095510503,Akka-Ighane,551,Tata,09,Souss-Massa
095510505,Allougoum,551,Tata,09,Souss-Massa
095510507,Ibn Yacoub,551,Tata,09,Souss-Massa
095510509,Tissint,551,Tata,09,Souss-Massa
095510511,Tlite,551,Tata,09,Souss-Massa
095510701,Adis,551,Tata,09,Souss-Massa
095510703,Issafen,551,Tata,09,Souss-Massa
095510705,Oum El Guerdane,551,Tata,09,Souss-Massa
095510707,Tagmout,551,Tata,09,Souss-Massa
095510709,Tigzmerte,551,Tata,09,Souss-Massa
095510711,Tizaghte,551,Tata,09,Souss-Massa
095810301,Ait Issafen,581,Tiznit,09,Souss-Massa
095810303,Anzi,581,Tiznit,09,Souss-Massa
095810305,Arbaa Ait Ahmed,581,Tiznit,09,Souss-Massa
095810307,Ida Ou Gougmar,581,Tiznit,09,Souss-Massa
095810309,Sidi Ahmed Ou Moussa,581,Tiznit,09,Souss-Massa
